icij_sar_id,filer_org_name_id,filer_org_name,entity_b_id,entity_b,entity_b_country,entity_b_iso_code
4132,standard-chartered-plc,Standard Chartered Plc,habib-metropolitan-bank-limited-karachi-pakistan-pak,Habib Metropolitan Bank Limited,Pakistan,PAK
3181,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-dubai-uae-are,Standard Chartered Bank,United Arab Emirates,ARE
3181,standard-chartered-plc,Standard Chartered Plc,al-rostamani-international-exchange-uae-are,Al Rostamani International Exchange,United Arab Emirates,ARE
3181,standard-chartered-plc,Standard Chartered Plc,kuwait-turkish-participation-bank-inc-istanbul-turkey-tur,Kuwait Turkish Participation Bank Inc,Turkey,TUR
3181,standard-chartered-plc,Standard Chartered Plc,wall-street-exchange-center-llc-dubai-uae-are,Wall Street Exchange Center Llc,United Arab Emirates,ARE
3181,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-hk-ltd-hong-kong-hkg,Standard Chartered Bank Hk Ltd,Hong Kong,HKG
3923,deutsche-bank-ag,Deutsche Bank AG,abu-dhabi-international-bank-united-arab-emirates-are,Abu Dhabi International Bank,United Arab Emirates,ARE
3923,deutsche-bank-ag,Deutsche Bank AG,gazprombank-russia-rus,Gazprombank,Russia,RUS
4293,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,china-construction-bank-corporation-beijing-china-chn,China Construction Bank Corporation,China,CHN
3386,standard-chartered-plc,Standard Chartered Plc,tamilnad-mercantile-bank-ltd-india-ind,Tamilnad Mercantile Bank Ltd,India,IND
3386,standard-chartered-plc,Standard Chartered Plc,bank-of-india-india-ind,Bank of India,India,IND
3386,standard-chartered-plc,Standard Chartered Plc,union-bank-of-india-india-ind,Union Bank of India,India,IND
3386,standard-chartered-plc,Standard Chartered Plc,bank-of-baroda-india-ind,Bank of Baroda,India,IND
3386,standard-chartered-plc,Standard Chartered Plc,indian-bank-india-ind,Indian Bank,India,IND
3386,standard-chartered-plc,Standard Chartered Plc,dena-bank-india-ind,Dena Bank,India,IND
3386,standard-chartered-plc,Standard Chartered Plc,ubaf-hong-kong-limited-hong-kong-hkg,Ubaf Hong Kong Limited,Hong Kong,HKG
3982,barclays-plc,Barclays Plc,barclays-bank-plc-uk-corporate-gbr,Barclays Bank Plc,United Kingdom,GBR
4136,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-china-ltd-shanghai-china-chn,Standard Chartered Bank China Ltd,China,CHN
4083,standard-chartered-plc,Standard Chartered Plc,banco-de-poupanca-e-credito-sarl-luanda-angola-ago,Banco De Poupanca E Credito Sarl,Angola,AGO
4083,standard-chartered-plc,Standard Chartered Plc,banco-angolano-de-investimentos-sarl-international-division-luanda-angola-ago,Banco Angolano De Investimentos Sarl International Division,Angola,AGO
4083,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-dubai-uae-are,Standard Chartered Bank,United Arab Emirates,ARE
2940,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-treasury-dubai-uae-are,Standard Chartered Bank Treasury,United Arab Emirates,ARE
2940,standard-chartered-plc,Standard Chartered Plc,helm-bank-panama-sa-panama-pan,Helm Bank Panama SA,Panama,PAN
2940,standard-chartered-plc,Standard Chartered Plc,intercam-casa-de-bolsa-sa-de-cv-mexico-mex,Intercam Casa De Bolsa SA De Cv,Mexico,MEX
2940,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-hk-ltd-hong-kong-hkg,Standard Chartered Bank Hk Ltd,Hong Kong,HKG
2940,standard-chartered-plc,Standard Chartered Plc,agricultural-bk-of-china-beijing-china-chn,Agricultural Bk of China,China,CHN
2940,standard-chartered-plc,Standard Chartered Plc,sbsa-iom-sfl-settlement-douglas-isle-of-man-imn,Sbsa Iom Sfl Settlement,Isle of Man,IMN
2782,societe-generale-sa,Soci�t� G�n�rale SA,societe-generale-bank-cyprus-ltd-sg-cyprus-cyp,Societe Generale Bank Cyprus Ltd,Cyprus,CYP
3297,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,asb-bank-limited-auckland-new-zealand-nzl,Asb Bank Limited,New Zealand,NZL
2944,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-mumbai-india-ind,Standard Chartered Bank,India,IND
2944,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-hk-ltd-hong-kong-hkg,Standard Chartered Bank Hk Ltd,Hong Kong,HKG
3295,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,cimb-bank-plc-phnom-penh-cambodia-khm,CIMB Bank Plc,Cambodia,KHM
3295,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,united-overseas-bank-limited-singapore-sgp,United Overseas Bank Limited,Singapore,SGP
3295,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,bank-of-communications-shanghai-china-chn,Bank of Communications,China,CHN
3295,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,hebei-tangshan-branch-tangshan-china-chn,Hebei Tangshan Branch,China,CHN
3295,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,united-overseas-bank-limited-singapore-sgp,United Overseas Bank Limited,Singapore,SGP
2654,deutsche-bank-ag,Deutsche Bank AG,banca-monte-dei-paschi-di-siena-spa-italy-ita,Banca Monte Dei Paschi Di Siena Spa,Italy,ITA
2654,deutsche-bank-ag,Deutsche Bank AG,deutsche-bank-spa-italy-ita,Deutsche Bank Spa,Italy,ITA
2654,deutsche-bank-ag,Deutsche Bank AG,banca-nazionale-del-lavoro-spa-italy-ita,Banca Nazionale Del Lavoro Spa,Italy,ITA
2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,kazkommertsbank-almaty-kazakhstan-kaz,Kazkommertsbank,Kazakhstan,KAZ
3721,standard-chartered-plc,Standard Chartered Plc,banque-du-caire-cairo-egypt-egy,Banque Du Caire,Egypt,EGY
2937,standard-chartered-plc,Standard Chartered Plc,national-bank-of-ras-al-kaimah-ras-al-khaimah-united-arab-emirates-are,National Bank of Ras Al Kaimah,United Arab Emirates,ARE
2937,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-singapore-sgp,Standard Chartered Bank,Singapore,SGP
2937,standard-chartered-plc,Standard Chartered Plc,ing-belgium-s-a-brussels-belgium-bel,ING Belgium S A,Belgium,BEL
2352,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,vp-bank-schweiz-ag-zurich-switzerland-che,VP Bank,Switzerland,CHE
2341,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,maples-and-calder-cayman-islands-cym,Maples And Calder,Cayman Islands,CYM
2341,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,primorye-bank-vladivostok-russia-rus,Primorye Bank,Russia,RUS
3442,deutsche-bank-ag,Deutsche Bank AG,ing-belgium-brussels-belgium-bel,ING Belgium Brussels,Belgium,BEL
3436,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,alior-bank-sa-warsaw-poland-pol,Alior Bank S.A. ,Poland,POL
3193,standard-chartered-plc,Standard Chartered Plc,habib-metropolitan-bank-limited-karachi-pakistan-pak,Habib Metropolitan Bank Limited,Pakistan,PAK
3193,standard-chartered-plc,Standard Chartered Plc,svenska-handelsbanken-stockholm-sweden-swe,Svenska Handelsbanken,Sweden,SWE
3193,standard-chartered-plc,Standard Chartered Plc,bank-of-tokyo-mitsubishi-ufj-ltd-tokyo-japan-jpn,Bank of Tokyo Mitsubishi Ufj Ltd,Japan,JPN
3193,standard-chartered-plc,Standard Chartered Plc,habib-bank-ag-zurich-dubaiunited-arab-emirates-are,Habib Bank AG Zurich,United Arab Emirates,ARE
3193,standard-chartered-plc,Standard Chartered Plc,orient-exchange-company-dubai-united-arab-emirates-are,Orient Exchange Company,United Arab Emirates,ARE
3193,standard-chartered-plc,Standard Chartered Plc,wall-street-exchange-center-llc-dubai-united-arab-emirates-are,Wall Street Exchange Center Llc,United Arab Emirates,ARE
3193,standard-chartered-plc,Standard Chartered Plc,uae-exchange-centre-llc-abu-dhabi-united-arab-emirates-are,Uae Exchange Centre Llc,United Arab Emirates,ARE
4075,standard-chartered-plc,Standard Chartered Plc,bayerische-landesbank-munich-germany-deu,Bayerische Landesbank,Germany,DEU
4075,standard-chartered-plc,Standard Chartered Plc,marfin-popular-bank-public-co-nicosia-cyprus-cyp,Marfin Popular Bank Public Co,Cyprus,CYP
4075,standard-chartered-plc,Standard Chartered Plc,alfa-bank-moscow-russia-rus,Alfa Bank,Russia,RUS
4075,standard-chartered-plc,Standard Chartered Plc,westpac-banking-corporation-sydney-australia-aus,Westpac Banking Corporation,Australia,AUS
3163,deutsche-bank-ag,Deutsche Bank AG,abn-amro-bank-nv-netherlands-nld,ABN Amro Bank NV,Netherlands,NLD
2354,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,ocbc-bank-malaysia-berhad-kuala-lumpur-malaysia-mys,Ocbc Bank,Malaysia,MYS
2354,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,vtb-bank-moscow-russia-rus,VTB Bank,Russia,RUS
4255,standard-chartered-plc,Standard Chartered Plc,bank-al-habib-ltd-karachi-pakistan-pak,Bank Al Habib Ltd,Pakistan,PAK
4180,standard-chartered-plc,Standard Chartered Plc,pjsc-credit-agricole-bank-kiev-ukraine-ukr,PJSC Credit Agricole Bank,Ukraine,UKR
4180,standard-chartered-plc,Standard Chartered Plc,china-merchant-bank-co-ltd-shenzhen-china-chn,China Merchant Bank Co Ltd,China,CHN
4180,standard-chartered-plc,Standard Chartered Plc,turkiye-garanti-bankasi-a-s-istanbul-turkey-tur,Turkiye Garanti Bankasi A S,Turkey,TUR
4180,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-treasury-dubai-united-arab-emirates-are,Standard Chartered Bank Treasury,United Arab Emirates,ARE
3158,deutsche-bank-ag,Deutsche Bank AG,magyarorszagi-volksbank-rt-hungary-hun,Magyarorszagi Volksbank Rt,Hungary,HUN
3158,deutsche-bank-ag,Deutsche Bank AG,erste-group-bank-ag-austria-aut,Erste Group Bank Ag,Austria,AUT
3158,deutsche-bank-ag,Deutsche Bank AG,mkb-bank-nyrt-hungary-hun,Mkb Bank Nyrt,Hungary,HUN
4048,standard-chartered-plc,Standard Chartered Plc,china-construction-bank-corporation-beijing-china-chn,China Construction Bank Corporation,China,CHN
4048,standard-chartered-plc,Standard Chartered Plc,ojsc-promsvyazbank-russia-rus,Ojsc Promsvyazbank,Russia,RUS
4048,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-hk-ltd-hong-kong-hkg,Standard Chartered Bank Hk Ltd ,Hong Kong,HKG
3745,deutsche-bank-ag,Deutsche Bank AG,sberbank-russia-rus,Sberbank,Russia,RUS
3256,barclays-plc,Barclays Plc,barclays-bank-plc-uk-corporate-gbr,Barclays Bank Plc,United Kingdom,GBR
3208,standard-chartered-plc,Standard Chartered Plc,kookmin-bank-korea-kor,Kookmin Bank,South Korea,KOR
3208,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-india-ind,Standard Chartered Bank,India,IND
4297,standard-chartered-plc,Standard Chartered Plc,raiffeisen-bank-international-ag-austria-aut,Raiffeisen Bank International Ag,Austria,AUT
4297,standard-chartered-plc,Standard Chartered Plc,abn-amro-bank-nv-amsterdam-netherlands-nld,ABN Amro Bank N.V. ,Netherlands,NLD
4297,standard-chartered-plc,Standard Chartered Plc,canadian-imperial-bank-of-commerce-canada-can,Canadian Imperial Bank of Commerce,Canada,CAN
4297,standard-chartered-plc,Standard Chartered Plc,national-westminster-bank-plc-uk-gbr,National Westminster Bank Plc,United Kingdom,GBR
4297,standard-chartered-plc,Standard Chartered Plc,erste-group-bank-ag-austria-aut,Erste Group Bank Ag,Austria,AUT
2992,jp-morgan-chase-co,JP Morgan Chase & Co.,jpmorgan-chase-bank-na-hong-kong-branch-hong-kong-hkg,JPMorgan Chase Bank Na - Hong Kong Branch,Hong Kong,HKG
3932,deutsche-bank-ag,Deutsche Bank AG,lloyds-tsb-bank-plc-switzerland-che,Lloyds TSB Bank Plc,Switzerland,CHE
2288,deutsche-bank-ag,Deutsche Bank AG,gazprombank-switzerland-che,Gazprombank,Switzerland,CHE
4230,standard-chartered-plc,Standard Chartered Plc,turkey-garanti-bankasi-turkey-tur,Turkey Garanti Bankasi,Turkey,TUR
4230,standard-chartered-plc,Standard Chartered Plc,turk-ekonomi-bankasi-a-s-turkey-tur,Turk Ekonomi Bankasi A S,Turkey,TUR
4230,standard-chartered-plc,Standard Chartered Plc,kuwait-turkish-participation-bank-turkey-tur,Kuwait Turkish Participation Bank,Turkey,TUR
4230,standard-chartered-plc,Standard Chartered Plc,canara-bank-india-ind,Canara Bank,India,IND
4230,standard-chartered-plc,Standard Chartered Plc,turkiye-finans-katilim-as-turkey-tur,Turkiye Finans Katilim AS ,Turkey,TUR
4230,standard-chartered-plc,Standard Chartered Plc,emirates-nbd-bank-pjscdubai-united-arab-emirates-are,"Emirates Nbd Bank Pjsc,Dubai",United Arab Emirates,ARE
4230,standard-chartered-plc,Standard Chartered Plc,kuwait-turkish-participation-bank-inc-turkey-tur,Kuwait Turkish Participation Bank Inc,Turkey,TUR
4230,standard-chartered-plc,Standard Chartered Plc,ing-bank-a-s-turkey-tur,ING Bank A S,Turkey,TUR
4230,standard-chartered-plc,Standard Chartered Plc,asya-katilim-bankasi-as-turkey-tur,Asya Katilim Bankasi AS,Turkey,TUR
4230,standard-chartered-plc,Standard Chartered Plc,yapi-ve-kredi-bankasi-a-s-turkey-tur,Yapi Ve Kredi Bankasi A S,Turkey,TUR
4230,standard-chartered-plc,Standard Chartered Plc,turkiye-vakiflar-treasury-account-turkey-tur,Turkiye Vakiflar Treasury Account,Turkey,TUR
4230,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-dubai-uae-are,Standard Chartered Bank,United Arab Emirates,ARE
3968,deutsche-bank-ag,Deutsche Bank AG,sberbank-russia-rus,Sberbank,Russia,RUS
3504,deutsche-bank-ag,Deutsche Bank AG,mercantile-discount-bank-israel-isr,Mercantile Discount Bank,Israel,ISR
2622,deutsche-bank-ag,Deutsche Bank AG,deutsche-bank-nederland-nv-netherlands-nld,Deutsche Bank Nederland NV,Netherlands,NLD
2616,deutsche-bank-ag,Deutsche Bank AG,sberbank-of-russia-russia-rus,Sberbank of Russia,Russia,RUS
3852,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-singapore-sgp,Standard Chartered Bank,Singapore,SGP
3536,deutsche-bank-ag,Deutsche Bank AG,skye-bank-plc-nigeria-nga,Skye Bank Plc,Nigeria,NGA
2338,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,turkiye-garanti-bankasi-as-istanbul-turkey-tur,Turkiye Garanti Bankasi A.S.,Turkey,TUR
2338,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,anadolubank-as-istanbul-turkey-tur,Anadolubank A.S.,Turkey,TUR
2338,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,albaraka-turk-participation-bank-istanbul-turkey-tur,Albaraka Turk Participation Bank,Turkey,TUR
2338,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,yokohama-shinkin-bank-ltd-yokohama-japan-jpn,Yokohama Shinkin Bank,Japan,JPN
2338,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,sberbank-moscow-russia-rus,Sberbank,Russia,RUS
2338,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,credit-suisse-zurich-switzerland-che,Credit Suisse,Switzerland,CHE
2338,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,evrofinance-mosnarbank-moscow-russia-rus,Evrofinance Mosnarbank,Russia,RUS
2338,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,marfin-popular-bank-public-co-ltd-nicosia-cyprus-cyp,Marfin Popular Bank Public Co Ltd,Cyprus,CYP
2338,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,first-ukrainian-intl-bank-ukraine-ukr,First Ukrainian Int'L Bank,Ukraine,UKR
2338,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,bank-of-cyprus-public-company-ltd-nicosia-cyprus-cyp,Bank of Cyprus Public Company Ltd.,Cyprus,CYP
3205,standard-chartered-plc,Standard Chartered Plc,bank-al-habib-ltd-manama-bahrain-bhr,Bank Al Habib Ltd,Bahrain,BHR
3205,standard-chartered-plc,Standard Chartered Plc,habib-overseas-bank-limited-johannesburg-south-africa-zaf,Habib Overseas Bank Limited,South Africa,ZAF
3205,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-malaysia-mys,Standard Chartered Bank,Malaysia,MYS
3205,standard-chartered-plc,Standard Chartered Plc,allied-bank-limited-pakistan-pak,Allied Bank Limited,Pakistan,PAK
3205,standard-chartered-plc,Standard Chartered Plc,habib-metropolitan-bank-limited-karachi-pakistan-pak,Habib Metropolitan Bank Limited,Pakistan,PAK
3205,standard-chartered-plc,Standard Chartered Plc,shinhan-bank-south-korea-kor,Shinhan Bank,South Korea,KOR
3205,standard-chartered-plc,Standard Chartered Plc,korea-exchange-bank-south-korea-kor,Korea Exchange Bank,South Korea,KOR
3935,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,banque-de-commerce-et-de-placements-s-a-geneva-switzerland-che,Banque De Commerce Et De Placements S A,Switzerland,CHE
2949,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,bank-of-china-hong-kong-ltd-hong-kong-hkg,Bank of China,Hong Kong,HKG
2949,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,bank-of-china-limited-beijing-china-chn,Bank of  China Limited,China,CHN
2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS
4102,deutsche-bank-ag,Deutsche Bank AG,sberbank-russia-rus,Sberbank,Russia,RUS
4326,deutsche-bank-ag,Deutsche Bank AG,latvian-trade-bank-latvia-lva,Latvian Trade Bank,Latvia,LVA
3803,deutsche-bank-ag,Deutsche Bank AG,amsterdam-trade-bank-nv-netherlands-nld,Amsterdam Trade Bank NV,Netherlands,NLD
2833,deutsche-bank-ag,Deutsche Bank AG,marfin-popular-bank-pcl-cyprus-cyp,Marfin Popular Bank Pcl,Cyprus,CYP
3232,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,the-bank-of-taiwan-taipei-taiwan-twn,The Bank of Taiwan,Taiwan,TWN
3232,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,bank-chinatrust-indonesia-pt-jakarta-indonesia-idn,"Bank Chinatrust Indonesia, PT",Indonesia,IDN
3232,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,credit-suisse-singapore-sgp,Credit Suisse,Singapore,SGP
4303,standard-chartered-plc,Standard Chartered Plc,rhb-bank-berhad-malaysia-mys,Rhb Bank Berhad,Malaysia,MYS
4303,standard-chartered-plc,Standard Chartered Plc,pt-bank-mega-indonesia-idn,PT Bank Mega,Indonesia,IDN
4303,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-china-ltd-china-chn,Standard Chartered Bank China Ltd,China,CHN
4303,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-hk-ltd-hong-kong-hkg,Standard Chartered Bank Hk Ltd,Hong Kong,HKG
4119,standard-chartered-plc,Standard Chartered Plc,panin-bank-pt-indonesia-idn,Panin Bank Pt,Indonesia,IDN
4119,standard-chartered-plc,Standard Chartered Plc,banca-agricola-commercial-san-marino-smr,Banca Agricola Commercial,San Marino,SMR
4119,standard-chartered-plc,Standard Chartered Plc,hdfc-bank-limited-india-ind,Hdfc Bank Limited,India,IND
3442,deutsche-bank-ag,Deutsche Bank AG,bank-leumi-uk-plc-united-kingdom-gbr,Bank Leumi UK Plc,United Kingdom,GBR
3442,deutsche-bank-ag,Deutsche Bank AG,ge-artsesia-bank-netherlands-nld,Ge Artsesia Bank,Netherlands,NLD
3442,deutsche-bank-ag,Deutsche Bank AG,abn-amro-bank-n-v-netherlands-nld,ABN Amro Bank N V,Netherlands,NLD
3442,deutsche-bank-ag,Deutsche Bank AG,israel-discount-bank-london-united-kingdom-gbr,Israel Discount Bank London,United Kingdom,GBR
3442,deutsche-bank-ag,Deutsche Bank AG,deutsche-bank-ag-amsterdam-netherlands-nld,Deutsche Bank AG Amsterdam,Netherlands,NLD
3442,deutsche-bank-ag,Deutsche Bank AG,mizuho-corporate-bank-ltd-united-kingdom-gbr,Mizuho Corporate Bank Ltd.,United Kingdom,GBR
2895,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-indonesia-idn,Standard Chartered Bank,Indonesia,IDN
2895,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-treasury-dubai-are,Standard Chartered Bank Treasury,United Arab Emirates,ARE
2895,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-difc-dubai-are,Standard Chartered Bank Difc,United Arab Emirates,ARE
2895,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-india-ind,Standard Chartered Bank,India,IND
2895,standard-chartered-plc,Standard Chartered Plc,bank-of-communications-co-ltd-hong-kong-hkg,Bank of Communications Co Ltd,Hong Kong,HKG
2895,standard-chartered-plc,Standard Chartered Plc,australia-new-zealand-bkg-gr-lt-australia-aus,Australia New Zealand Bkg Gr Lt,Australia,AUS
2895,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-singapore-sgp,Standard Chartered Bank,Singapore,SGP
2895,standard-chartered-plc,Standard Chartered Plc,banco-santander-sa-brazil-bra,Banco Santander Sa,Brazil,BRA
2895,standard-chartered-plc,Standard Chartered Plc,ak-bars-bank-russia-rus,Ak Bars Bank,Russia,RUS
2895,standard-chartered-plc,Standard Chartered Plc,itau-ho-brazil-bra,Itau Ho,Brazil,BRA
4302,standard-chartered-plc,Standard Chartered Plc,b-l-c-bank-s-a-l-lebanon-lbn,B L C Bank S A L,Lebanon,LBN
4302,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-zambia-ltd-zambia-zmb,Standard Chartered Bank Zambia Ltd,Zambia,ZMB
4184,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-hk-ltd-hong-kong-hkg,Standard Chartered Bank Hk Ltd,Hong Kong,HKG
4184,standard-chartered-plc,Standard Chartered Plc,allied-bank-limited-karachi-pakistan-pak,Allied Bank Limited,Pakistan,PAK
4184,standard-chartered-plc,Standard Chartered Plc,bank-alfalah-ltd-karachi-pakistan-pak,Bank Alfalah Ltd,Pakistan,PAK
4184,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-china-ltd-shanghai-china-chn,Standard Chartered Bank China Ltd,China,CHN
4184,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-singapore-sgp,Standard Chartered Bank,Singapore,SGP
4184,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-dubai-uae-are,Standard Chartered Bank,United Arab Emirates,ARE
4184,standard-chartered-plc,Standard Chartered Plc,national-bank-of-fujairah-fujairah-uae-are,National Bank of Fujairah,United Arab Emirates,ARE
4184,standard-chartered-plc,Standard Chartered Plc,national-bank-of-pakistan-karachi-pakistan-pak,National Bank of Pakistan,Pakistan,PAK
4184,standard-chartered-plc,Standard Chartered Plc,soneri-bank-ltd-karachi-pakistan-pak,Soneri Bank Ltd,Pakistan,PAK
4184,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-karachi-pakistan-pak,Standard Chartered Bank,Pakistan,PAK
4184,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-london-gb-gbr,Standard Chartered Bank,United Kingdom,GBR
2469,jp-morgan-chase-co,JP Morgan Chase & Co.,jp-morgan-international-bank-brussels-belgium-bel,JPMorgan International Bank- Brussels,Belgium,BEL
4110,deutsche-bank-ag,Deutsche Bank AG,first-international-bank-limited-gambia-gmb,First International Bank Limited,Gambia,GMB
4110,deutsche-bank-ag,Deutsche Bank AG,platinumhabib-bank-plc-nigeria-nga,Platinumhabib Bank Plc,Nigeria,NGA
4110,deutsche-bank-ag,Deutsche Bank AG,mainstreet-bank-limited-fka-afribank-nigeria-plc-nigeria-nga,Mainstreet Bank Limited,Nigeria,NGA
4132,standard-chartered-plc,Standard Chartered Plc,metropolitan-bank-of-zimbabwe-ltd-harare-zimbabwe-zwe,Metropolitan Bank of Zimbabwe Ltd,Zimbabwe,ZWE
4110,deutsche-bank-ag,Deutsche Bank AG,union-bank-uk-plc-united-kingdom-gbr,Union Bank UK Plc,United Kingdom,GBR
4132,standard-chartered-plc,Standard Chartered Plc,mcb-bank-limited-islamabad-pakistan-pak,Mcb Bank Limited,Pakistan,PAK
4132,standard-chartered-plc,Standard Chartered Plc,nib-bank-limited-karachi-pakistan-pak,Nib Bank Limited,Pakistan,PAK
4132,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-karachi-pakistan-pak,Standard Chartered Bank,Pakistan,PAK
4132,standard-chartered-plc,Standard Chartered Plc,bank-of-baroda-dubai-united-arab-emirates-are,Bank of Baroda,United Arab Emirates,ARE
4295,deutsche-bank-ag,Deutsche Bank AG,efg-eurobank-ergasias-sa-greece-grc,EFG Eurobank Ergasias S.A.,Greece,GRC
4295,deutsche-bank-ag,Deutsche Bank AG,alpha-bank-cyprus-ltd-cyprus-cyp,Alpha Bank Cyprus Ltd.,Cyprus,CYP
4327,deutsche-bank-ag,Deutsche Bank AG,promsvyazbank-cyprus-cyp,Promsvyazbank,Cyprus,CYP
4076,the-northern-trust-company,The Northern Trust Company,dms-bank-trust-ltd-cayman-islands-cym,DMS Bank & Trust Ltd,Cayman Islands,CYM
3304,barclays-plc,Barclays Plc,barclays-bank-plc-uk-retail-gbr,Barclays Bank Plc,United Kingdom,GBR
3715,deutsche-bank-ag,Deutsche Bank AG,hellenic-bank-ltd-cyprus-cyp,Hellenic Bank Ltd.,Cyprus,CYP
2931,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,travelex-global-business-payments-ltd-london-england-gbr,Travelex Global Business Payments Ltd,United Kingdom,GBR
4059,deutsche-bank-ag,Deutsche Bank AG,nic-bank-limited-kenya-ken,Nic Bank Limited,Kenya,KEN
3910,standard-chartered-plc,Standard Chartered Plc,nib-bank-limited-pakistan-pak,Nib Bank Limited,Pakistan,PAK
3910,standard-chartered-plc,Standard Chartered Plc,banca-monte-dei-paschi-di-siena-spa-siena-italy-ita,Banca Monte Dei Paschi Di Siena Spa,Italy,ITA
3910,standard-chartered-plc,Standard Chartered Plc,dashen-bank-sc-addis-ababa-ethiopia-eth,Dashen Bank Sc,Ethiopia,ETH
3910,standard-chartered-plc,Standard Chartered Plc,skye-bank-plc-lagos-nigeria-nga,Skye Bank Plc,Nigeria,NGA
3910,standard-chartered-plc,Standard Chartered Plc,standard-chartered-bank-dubai-uae-are,Standard Chartered Bank,United Arab Emirates,ARE
3910,standard-chartered-plc,Standard Chartered Plc,lloyds-tsb-bank-plc-london-england-gbr,Lloyds TSB Bank Plc,United Kingdom,GBR
3910,standard-chartered-plc,Standard Chartered Plc,bank-of-baroda-uganda-ltd-uganda-uga,Bank of Baroda Uganda Ltd,Uganda,UGA
3910,standard-chartered-plc,Standard Chartered Plc,bank-of-tokyo-mitsubishi-ufj-ltd-japan-jpn,Bank of Tokyo Mitsubishi Ufj Ltd,Japan,JPN
3910,standard-chartered-plc,Standard Chartered Plc,emirates-nbd-bank-pjsc-dubai-united-arab-emirates-are,Emirates Nbd Bank PJSC,United Arab Emirates,ARE
3910,standard-chartered-plc,Standard Chartered Plc,wall-street-exchange-center-llc-dubai-united-arab-emirates-are,Wall Street Exchange Center Llc,United Arab Emirates,ARE
