icij_sar_id,filer_org_name_id,filer_org_name,entity_b_id,entity_b,entity_b_country,entity_b_iso_code
3666,deutsche-bank-ag,Deutsche Bank AG,raiffeisen-bank-aval-public-joint-ukraine-ukr,Raiffeisen Bank Aval' Public Joint,Ukraine,UKR
3666,deutsche-bank-ag,Deutsche Bank AG,state-exp-imp-bk-of-ukraine-ukraine-ukr,State Exp-Imp Bk of Ukraine,Ukraine,UKR
3666,deutsche-bank-ag,Deutsche Bank AG,deutsche-bank-polska-sa-poland-pol,Deutsche Bank Polska S.A.,Poland,POL
3666,deutsche-bank-ag,Deutsche Bank AG,deutsche-bank-ag-germany-deu,Deutsche Bank AG,Germany,DEU
3666,deutsche-bank-ag,Deutsche Bank AG,private-stock-company-ukraine-ukraine-ukr,Private Stock Company Ukraine,Ukraine,UKR
3666,deutsche-bank-ag,Deutsche Bank AG,deutsche-bank-dbu-pjsc-ukraine-ukr,Deutsche Bank Dbu PJSC,Ukraine,UKR
3724,deutsche-bank-ag,Deutsche Bank AG,deutsche-bank-ag-canada-canada-can,Deutsche Bank AG Canada,Canada,CAN
3724,deutsche-bank-ag,Deutsche Bank AG,deutsche-bank-ag-amsterdam-netherlands-nld,Deutsche Bank AG Amsterdam,Netherlands,NLD
3724,deutsche-bank-ag,Deutsche Bank AG,dz-bank-germany-deu,Dz Bank,Germany,DEU
3724,deutsche-bank-ag,Deutsche Bank AG,commerze-bank-germany-deu,Commerze Bank,Germany,DEU
3724,deutsche-bank-ag,Deutsche Bank AG,abn-amro-netherlands-nld,ABN Amro,Netherlands,NLD
3724,deutsche-bank-ag,Deutsche Bank AG,jameson-bank-canada-can,Jameson Bank,Canada,CAN
3690,deutsche-bank-ag,Deutsche Bank AG,unicredit-bank-ag-germany-deu,UniCredit Bank Ag,Germany,DEU
3690,deutsche-bank-ag,Deutsche Bank AG,banco-santander-brasil-brazil-bra,Banco Santander Brasil,Brazil,BRA
3690,deutsche-bank-ag,Deutsche Bank AG,sberbank-of-russia-russia-rus,Sberbank of Russia,Russia,RUS
3690,deutsche-bank-ag,Deutsche Bank AG,bbva-bancomer-sa-mexico-mex,Bbva Bancomer Sa,Mexico,MEX
3690,deutsche-bank-ag,Deutsche Bank AG,ref-tognum-ag-germany-deu,Ref Tognum Ag,Germany,DEU
3690,deutsche-bank-ag,Deutsche Bank AG,nordea-bank-ab-sweden-swe,Nordea Bank Ab,Sweden,SWE
3690,deutsche-bank-ag,Deutsche Bank AG,nordea-bank-norge-asa-norway-nor,Nordea Bank Norge Asa,Norway,NOR
3690,deutsche-bank-ag,Deutsche Bank AG,nordea-bank-finland-plc-finland-fin,Nordea Bank Finland Plc,Finland,FIN
2693,deutsche-bank-ag,Deutsche Bank AG,bank-of-valletta-plc-malta-mlt,Bank of Valletta Plc,Malta,MLT
2693,deutsche-bank-ag,Deutsche Bank AG,mbank-poland-pol,Mbank,Poland,POL
